class,tweet
0,"['cold', 'going', 'around', 'little', 'hick', 'town', 'everyone', 'know', 'locked', 'houses', 'better', 'week', 'stay', 'well']"
0,"['read', 'w', 'slant', 'orig', 'statement', 'said', 'everything', 'extreme', 'comment', 'made']"
1,"['fuck', 'store', 'bitch']"
0,"['inferred', 'tried', 'ho', 'nam', 'dodged', 'great', 'leader']"
0,"['btw', 'jim', 'crow', 'laws', 'supported', 'democrats', 'republicans', 'mlk', 'republican', '#fact']"
0,"['yes', 'das', 'def', 'da', 'problem.if', 'his.teacher', 'spear', 'chucker', 'woulda', 'gt', 'dose', 'rite']"
1,"['support', 'illegals', 'coming', 'spreading', 'disease', 'among', 'americans', 'dream', 'bitch']"
0,"['30', 'second', 'add', 'ruined', 'new', 'low', 'picking', 'cripple']"
1,"['1', ""he's"", 'faggot', 'like', '2', ""i'm"", 'side', 'state']"
0,"['feel', 'warm', 'fuzzies']"
0,"['according', 'place', 'kitchen', 'excuse', 'take', 'trash']"
0,"['trash', 'meant', 'u', 'lmaooo']"
0,"['yu', 'forgot', 'beat', 'yall', 'thats', 'like', 'garbage', 'man', 'calling', 'janitor', 'trash']"
0,"['tranny', 'dragons', 'eh', 'know', 'people', 'love']"
1,"['fuck', 'outta', 'faggot', 'even', 'fair']"
1,"['shut', 'fuck', 'fag', 'ill', 'beat', 'shit', 'outta']"
1,"['insecure', 'much', 'put', 'insults', 'one', 'tweet', 'fucking', 'dumbass', 'dude', ""i'd"", 'wreck', 'faggot']"
0,"['_Ÿ˜_', '_Ÿ˜_', '_Ÿ˜_', 'beanies', 'steal', 'description', 'u', 'salty', 'fake']"
0,"['hate', 'birds', 'piss', 'fact', ""can't"", 'fly']"
0,"['daggone', 'twins', 'kick', 'notch', 'time', 'beat', 'yankees']"
0,"['good', 'thing', 'season', '#firecashman']"
0,"['scores', 'matter', 'spring', 'training', 'man']"
0,"['fell', 'asleep']"
0,"['go', 'away', 'already']"
0,"['kind', 'saying', '#braves', 'make', 'world', 'series', 'lol']"
0,"['probably', 'time', 'put', 'twitter', 'feed', 'bed', '#nyy']"
0,"['team', 'sucks']"
0,['ugh']
0,"['whatever', 'neymar', 'trash']"
1,"['hate', 'faggot', 'corny']"
0,"['yeah', 'people', 'know', ""he's"", 'trash', 'game', 'limited', 'showed', 'late', 'games', 'portland']"
0,"['home', 'coon']"
0,"['want', 'poms', 'back', 'lmfao']"
0,"['born', 'yellow']"
0,"['hahaha', 'made', 'ya', 'eat', 'crow']"
0,"['got', 'feelin', 'like', '#trappin', ""ain't"", 'dead', 'got', 'ready', 'call', '#guala', '#salute', 'da', 'truth', '#seenitall', '#seenitalltheautobiography']"
1,"['gay', 'fags']"
0,"['need', 'start', 'mcbob', 'williams', 'shoot', 'let', 'play', 'bird']"
1,"['shit', 'ill', 'pay', 'premium', 'get', 'away', 'anything', 'ass', 'hoes']"
0,"['little', 'girl', 'tom', 'sawyer', 'gets', 'trapped', 'cave', 'along', 'injun', 'joe', 'almost', 'die', 'injun', 'joe', 'dies', 'find', 'treasure']"
1,"['fuck', 'r', 'u', 'talking', 'told', 'u', 'going', 'tell', 'u', 'nigga', 'love', 'white', 'bitch', 'gtf', 'bro']"
1,['fags']
1,['fag']
1,"['aw', 'drake', 'sit', 'corner', 'cry', 'listen', 'lmfao', 'pussy', 'dick', 'rider', 'drakes', 'cock', 'taste', 'faggot']"
0,"['bro', 'u', 'trash', 'zombies']"
0,"['skate', '2', 'trash', ':(', ':(', 'skate', '3', 'goat', 'dlc']"
1,"['picture', 'makes', 'look', 'like', 'serious', 'fag', '#justsayin', 'lol']"
0,"[""i've"", 'tried', 'always', 'hit', 'alt', '+', 'f4', 'eat', 'mega', 'stuffed', 'oreos', ""can't"", 'figure', 'programs', 'lol']"
1,"['faggots', 'old', 'people', 'people', ""can't"", 'drive', 'drunk', 'people']"
1,"['fuck', 'brett', 'farve', 'redneck', 'ass', 'stuckup', 'give', 'damn', 'lol', 'campus', 'acting', 'like', 'shit']"
1,"['make', 'team', 'niggas', 'trash', 'lol']"
0,"['somebody', 'looks', 'like', 'die', 'first', 'tubes', 'flappy', 'bird', 'lol']"
0,"['tracy', 'morgan', 'sad', 'comparison', 'come', 'try', 'dwight', 'howard', 'accurate', 'stupid', 'monkey']"
0,"['derrr', '1st', 'songs', 'actually', 'good', 'compared', 'trash', '+', '+', '+', 'shes', 'showman', 'omg']"
1,['fags']
1,"['dont', 'problems', 'zak', 'seem', 'like', 'faggot']"
0,"['saves', 'brownie']"
1,"[""he's"", 'faggot']"
1,"[""that's"", 'true', 'idk', 'even', 'convo', 'dumb', 'nigger', 'attention', 'whore']"
1,"['lmao', 'stupid', 'nigger']"
1,"['hell', 'naw', 'fuck', 'bitches', 'serves', 'right']"
1,"['yea', 'forgot', 'talkin', 'degenerate', 'faggot']"
1,['faggot']
1,['faggot']
1,"['hey', 'fag', '<3']"
1,"['man', 'bitch', 'gonna', 'damn', 'thang', 'u', 'like', 'got', 'say', 'unfollow']"
0,"['know', 'samklef', 'said', 'lie', 'man', 'guy', 'think', 'beast', 'naija', 'pop', 'music', 'trash', 'wizkid']"
1,"['nope', ""i'm"", 'stuck', 'house', 'full', 'fucking', 'niggers', 'help', 'escape', '_Ÿ˜©']"
0,"['boys', 'still', 'got', 'birds', 'cage', 'lol']"
1,"['shut', 'nigger']"
1,"['status', 'report', 'making', 'pit', 'stop', 'canada', 'rape', 'bitches']"
0,"['yellow', 'rice', 'black', 'beans', 'pork', 'chop', 'sis']"
0,['scanger']
1,"['woohoo', 'new', 'black', 'kill', 'cracker', 'babies', 'panthers', 'rescue', '#racist', '#trash', '#thugs', '#ferguson', '#fergusonriot']"
1,['nigger']
1,"['oh', 'shut', 'mouth', 'talkin', 'morning', 'fag']"
0,"['comes', 'guy', 'whose', 'sole', 'qualification', 'cm', 'lucky', 'sperm', ':-)']"
0,"['houston', 'top', 'five', 'ahl', 'attendance', 'aeros', 'transplanted', 'snow', 'bird', 'would', 'love', 'team']"
0,"['obispo', 'ho', ""we'll"", 'big']"
0,"['go', 'air', 'bad', 'air', ""where's"", 'next', 'brownie']"
0,"['check', 'cashing', 'corner', 'el', 'cajon', 'calwood', 'across', 'steer', 'pollo', 'loco']"
1,"['naw', 'dude', 'wish', ""they're"", 'white', 'trash']"
1,"['leave', 'dyke']"
0,"['ill', 'give', 'tip', 'beware', 'ugly', 'birds', 'hide', 'behind', 'massive', 'lensed', 'sunnies']"
0,"['qbs', 'season', 'trash', 'brought', 'veteran', 'could', 'someone', 'play']"
1,"['say', 'waste', 'draft', 'pick', 'manziel', 'mallet', ""that's"", ""i'm"", 'telling', 'delete', 'account', 'retarded']"
0,"['probably', 'yeah', 'accounts', 'personality', 'handle', 'though', 'wear', 'yellow', 'suit', 'puts', 'points']"
1,['faggot']
1,"['give', 'clothes', 'look', 'like', 'cute', 'dyke']"
1,"['chink', 'eyed']"
0,"[""i'm"", 'sick', 'self', 'serving', 'politicians', 'standing', 'bo', 'trashes', 'america', '#wearerepublicnotregime', '#impeachobama']"
0,"['agree', '100', 'naturalized', 'citizenship', 'anchor', 'baby', 'amnesty', 'go', 'parents', 'country', 'origin']"
1,"['may', 'jump', 'u', 'ball-less', 'dick-wad', 'conservative', 'feminist', 'disabled', 'vet', 'bitch', 'wish', 'u', 'luck', 'capital', 'f']"
0,"['mutual', 'lil', 'yellow', 'bone', '_Ÿç“']"
0,"['thats', 'youz', 'yellow', 'bone', '_Ÿ’›', '_Ÿ’›']"
1,"['happy', 'birthday', 'queer']"
0,"['colored', 'contacts']"
0,"['im', 'trash', 'ur', 'trash', 'since', 'baes']"
0,"['nah', 'replied', 'like', 'literally', 'everyone', 'else', 'called', 'trash', 'go', 'check', 'believe']"
1,"['oh', 'drafted', 'gay', 'ass', 'come', 'tv', 'well', 'u', 'welcome', 'redskins', 'nation', 'queers', 'lot', 'niggers']"
1,"['pats', 'owner', 'kike']"
1,"['pills', 'nig', 'last', '4', 'years', 'like', 'magic', 'j', 'nig', 'hav', 'died', 'years', 'ago', ""y'all"", 'first', 'team', 'draft', 'gay']"
1,"['2', '3', 'nigga', 'hoes', 'suck', 'wayans', 'brothers', 'funny', 'jamie', 'foxx', 'number', '2']"
0,"['el', 'negro']"
1,"['fucking', 'queer', 'faggot', 'bitch']"
0,"['pig', 'bird']"
0,"['ate', 'wees', 'brownie', 'seeing', 'random', 'cats']"
0,"['lets', 'say', 'hellen', 'keller', 'makes', 'better', 'brownies']"
1,"['ya', 'go', 'wetback', 'eat']"
1,"['ur', 'pal', 'threat', '2', 'apostate', 'kufar', 'cld', 'cut', 'ur', 'neck', 'w', 'sword', 'islam', 'watch', 'u', 'squeal', 'like', 'bitch', 'like', 'daniel', 'pearl']"
0,"['sole', 'reason', 'come', 'chipotle', 'incase', 'know', 'keep', 'good', 'work', 'babe']"
0,"['cowboy', 'killers', '_Ÿ˜ç']"
0,['trash']
0,"['today', 'talk', 'like', 'pirate', 'day', 'absolutely', 'nobody', 'knew', 'id', 'charlie', 'morton', 'impersonation', 'day']"
1,"[""that's"", 'call', 'white', 'trash', 'money']"
1,"['ud', 'still', 'fag', 'lolz']"
1,"['ur', 'fag']"
0,"['steak', 'either', 'hurry', 'brownies', 'picture', 'u', 'posted', 'made', 'drool', 'phone', ':)']"
0,"['oh', 'state', 'enjoy', 'trailer', 'trash', 'sub', 'par', 'sports']"
0,"['since', 'hoser', 'hi']"
0,"['hope', 'larger', 'bird']"
1,"['fucking', 'nigger']"
1,"['like', 'new', 'avi', 'twitter', 'retarded', 'shows', 'cubs', 'hat', 'stalk', 'profile', 'show', 'new', 'one']"
0,"['cookies', 'sound', 'wonderful']"
0,"['long', 'name', 'change', 'al', 'memorabilia', 'w', 'redskins', 'name', 'deemed', 'racist', 'therby', 'illegal']"
0,"['lol', 'get', 'yellow', 'bleach', 'stain', 'use', 'baking', 'soda', 'hydrogen', 'peroxide', 'paste', 'stain', 'throw', 'washer']"
0,"['mean', 'trash']"
1,"['overrun', 'mongrels', 'zog', 'jews', 'run', 'countries', 'want', 'white', 'man', 'perish']"
0,"['lmaooo', 'epic', 'bird', 'wins']"
1,"['haha', 'bitch', 'ima', 'draw', 'webb', 'bullets', 'round', 'yo', 'fuggin', 'forehead', '#beamthat', 'bitch', 'know', 'reside']"
1,"['nah', 'said', 'fag']"
0,"['charlie', 'z', 'really', 'need', 'mental', 'help', 'check']"
0,"['boards', 'still', 'tie', 'dye', 'ones', 'monkey', 'edition', 'black', 'silver', 'newest', 'ones']"
0,"['oh', 'phone', 'trash', 'knew']"
0,"['took', 'uber', 'yesterday', 'advertised', '20', 'ny', 'taxis', 'actually', 'yellow', 'taxi', 'price', '#uber']"
0,"['_Ÿ˜‚', ""i'm"", 'wexican']"
0,"['music', 'suggestion', 'lil', 'spook']"
1,"['nigga', '_Ÿ˜‘', '_Ÿ˜‘', 'know', 'damn', 'well', 'coon']"
0,"['heard', 'green', 'tea', 'makes', 'lose', 'weight', 'imma', 'coon', 'explains', 'watermelon']"
0,"['bumcia', 'trash', 'smfh', ""would've"", 'thought', 'would', 'gone', 'khan', 'said', 'makes', 'sense']"
0,"[""i'm"", 'guessing', 'players', 'talking', 'trash']"
0,"[""we're"", 'laying', 'rock', 'around', 'lake', 'welcome', 'join', 'redneck', 'workout', '#muscles', '_Ÿ’ª', '_Ÿ˜Å']"
1,"['spelled', 'faggots', 'e', 'cool', 'lol']"
0,"[""that's"", 'cute', 'fuzzy', 'one', 'hehehe', ';)']"
0,"['02', 'charcoal', '7s', 'pre-owned', 'sole', 'wear', 'scuffs', 'size', '10.5', 'cherry', '12', 'ds', 'size', '11.5']"
0,['trash']
0,['bumblebees']
0,"['standing', 'btw', 'yellow', 'lines']"
0,"['monkey', 'poor', 'bottles']"
1,"['u', 'guys', 'fags']"
0,"['crystal', 'probably', 'person', 'world', 'interested', 'poor', 'black', 'hillbilly', 'jamaica', '::', 'poor', 'white', 'hillbilly', 'wv', 'idea']"
1,"['nigger', 'music']"
0,"['racist', 'texas', 'trash', 'gwbush', 'came', 'wh', 'numb', 'remember', 'republicans', 'stole', 'election']"
0,"['racist', '@norahodonnell', 'tx', 'trash', ""there's"", 'comparison', 'betwn', 'pres', 'obama', 'n', 'gwbush', 'rt', 'poll', 'show', ""he's"", 'supported', '100']"
0,"['charlie', 'please', 'stop', '1', 'ole', 'fart', '2', 'another']"
0,"['charlie', 'im', 'old', 'lady', 'ever', 'say', 'ugly', 'things', 'ur', 'childrens', 'mom', 'get', 'jus', 'dont', 'big', 'hug']"
0,"[""i'll"", 'chug', 'tall', 'homegirl', 'approve', 'lol']"
0,"['lol', 'trash', 'would', 'kept', 'cute']"
1,"['bitch', 'look', 'like', 'fucking', 'white', 'trash', 'trailer', 'park', 'queen', 'lookin', 'man', 'bear', 'pig']"
0,"['camels', 'ostriches', 'zebras', 'see', 'races', '#vccamelraces']"
0,"['want', 'love', 'gooks', 'awesome', 'get']"
0,"['haha', ""i'm"", 'shocked', 'barca', 'got', 'yellow', 'cards', 'time']"
0,"['walking', '3', 'little', 'birds', 'pitch', 'doorstep', 'singing', 'sweet', 'songs', 'melodies', 'pure', 'true', 'saying']"
0,"['hmu', 'negro']"
0,"['cute', 'love', 'yellow', 'raincoat', 'contrast', 'hair', 'looks', 'cute', ':p', 'love', 'face', 'icon']"
0,"['ho', 'ho', 'ho']"
1,"['america', 'today', 'rule', 'thumb', 'doubt', 'blame', 'whitey']"
0,"['let', 'guess', 'yellow', 'cake', 'crap', 'different', 'president']"
1,"['throw', 'faggot', 'word', 'smh', 'smh', 'smh']"
0,"['yeah', 'great', 'song', 'watching', 'msg', 'concert', '1990', 'yankee', 'stadium', 'gig']"
1,"['youre', 'racist', 'white', 'people', 'whigger', 'anti-racist', 'codeword', 'anti-white', 'anti-zionist', 'codeword', 'antisemite']"
0,"['hes', 'behind', 'plate', 'game', 'tonight', 'az', 'im', 'looking', 'buy', 'red', 'yellow', 'balkamania', 'shirt', 'tear']"
0,"['ever', 'heard', 'story', 'birds', 'bees']"
0,"['maybe', 'baylee', 'ann', 'tater', 'pud', 'nurse', 'fester', 'charlie', 'chainsaws', 'mama', 'rot', 'team', 'next', 'time', 'punishermax', ':-d']"
0,"['thank', 'based', 'pee', 'slit']"
0,"['never', 'games', 'obsessed', 'angry', 'birds', 'took', 'long', 'ccs', 'scared', 'lol']"
0,"['idk', 'trash', 'though']"
0,"['far', 'tell', 'coon', 'tracks', 'cab', 'door', 'window', 'tractor', 'parked', 'trees', 'away', 'home']"
0,"['given', 'rickety', 'slant', 'roof', ""i'd"", 'say', 'like', 'pizza', 'shanty']"
0,"['could', 'say', 'thing', 'woman', 'two', 'functioning', 'chest', 'tables', 'hold', 'peanut', 'butter', 'crackers']"
0,"['weird', 'local', 'ghetto', 'school', 'haha']"
0,"['pussy', 'science', 'donaire', 'via', 'rachel', 'spelling', 'error']"
1,"['fuck', 'faggot']"
0,"['see', 'jig']"
0,"['take', 'trash', 'separate', 'recyclables']"
1,"['yes', 'retard']"
0,"['humanity', 'really', 'needs', 'get', 'past', 'whole', 'slow', 'stare', 'scene', 'accident', 'ape', 'mentality', ':-/']"
1,"['many', 'fuckin', 'fags', 'even', 'get', 'shouldnt', 'allowed', 'wallet', 'whilst', 'influence', 'haha']"
0,"['shake', 'head', 'love', 'trash', 'talk']"
1,"['faggot', 'needs', 'grow']"
1,"['good', 'job', 'texting', 'back', 'faggot']"
1,"['reading', 'coon']"
1,"['people', 'followers', 'followers', 'truth', 'still', 'niggers', 'outlook', 'mind']"
1,"['thanks', 'ignoring', 'texts', 'fag']"
0,"['ghetto', 'fool']"
0,"['gotta', 'like', 'n', 'twins', 'chug', 'everyone']"
0,"['sounds', 'like', 'hysteria', 'bird', 'flu', 'years', 'back', 'lower', 'mortality', 'rate', 'regular', 'flu']"
0,"['hope', 'fuzzy', 'head', 'doesnt', 'tickle', 'much']"
0,"['wondering', 'yo', 'espect', 'add', 'mo', 'colored', 'tv', 'stations', 'befo', 'renew', 'dis']"
1,"['gots', 'da', 'bet', 'da', 'msnbc', 'wit', 'dat', 'colored', 'reverend', 'listen', 'coloreds', 'else', 'missing']"
1,"['suck', 'dick', 'tacos', 'el', 'negro', 'better']"
0,"['kinda', 'screwed', 'guinea', 'pigs', 'experimenting', 'taste', 'instead', 'got', 'interesting', 'results']"
0,"['nope', 'never', 'taken', 'neighbors', 'actual', 'stuff', 'wifi', 'acct', 'info', 'trash', 'cans', '3am', 'super', 'easy']"
0,"['one', 'current', 'yankee', 'sells', 'one', 'current', 'bosox', 'sells', 'one', 'player', 'l', 'team', 'sells', 'teams', '0', 'yeah']"
1,"['kids', 'one', 'queers']"
1,"['coons', 'monkeys', 'like', 'disgust', 'minstrel', 'show', 'negro', 'crying', 'shit', 'time', 'disgrace', 'everywhere']"
0,"['kid', 'sold', 'brought', 'back', 'cooked', 'brownie']"
1,"[""y'all"", 'hire', 'colored', 'folk', 'work', 'half', 'da', 'day', 'throw', 'da', 'mail', 'da', 'sewer', ""ain't"", 'done']"
0,"['ghetto', 'black']"
0,"[""jordan's"", 'trash']"
0,"['everytime', 'pro', 'teams', 'gb', 'tourneys', 'get', 'schmanged', 'im', 'fanboying', 'im', 'saying', 'think', 'u', 'say', ""they're"", 'trash']"
0,"['trash', 'snd', 'stars', 'would', 'scrape', 'ur', 'team', 'snd', 'pro', 'teams']"
0,"['first', 'second', 'third', 'mistake', '_Ÿ˜‚', '_Ÿ˜‚', 'hearing', 'wus', 'trash', 'tho', 'kinda', 'wan', 'give', 'listen', 'kinda', 'dont']"
0,['nips']
0,"['cool', 'beaners']"
0,"['cool', 'beaners', 'got', 'home', 'ready', 'keep', 'couch', 'floating', 'away', 'lol']"
0,"['know', 'feel', 'wait', 'perfect', 'week', 'would', 'yanks', 'getting', 'lee', '#gosox', '#gopats']"
0,"['quick', 'game', 'sox', 'yanks', 'hope', 'get', 'home', 'soon']"
0,"['sorry', 'bout', 'yanks', 'earl', 'uya', 'like', 'ws']"
0,"['would', 'yankees', 'earl', 'know', 'win', '162']"
0,"['ghetto', 'driving', 'nice', 'car', 'pay', 'lot', 'rent', 'drive', 'lexus', 'pay', 'little', 'rent', 'saying']"
0,"['shirt', 'trash', '_Ÿ˜¢', ""i'm"", 'leaving', 'room', 'mess', '_Ÿ˜_']"
1,"['teaching', 'pretend', 'son', 'b', 'pussy', 'son', 'would', 'lace', 'jock', 'strap']"
1,"['jigaboos', 'aka', 'homewreckers', 'needs', 'get', 'blocked']"
0,"['yeah', 'sorry', 'monkey', 'team', 'keeps', 'kicking', 'ppl', 'waiting', 'muh', 'pizza']"
0,"['toma', 'eso', 'negros']"
0,"['pinche', 'panamonos', 'negros', 'dan', 'asco']"
1,"['cares', 'tbh', 'ones', 'shitty', 'dirty', 'argentino', 'feather', 'fisted', 'nigger']"
0,"['im', 'assuming', 'mickey', 'bubbles']"
0,"['sounds', 'like', 'gypos', 'used', 'time', 'lived']"
0,"['youre', 'cheating', 'mickey', 'bubbles']"
0,['gook']
0,"['wasp', 'eggs']"
0,"['dayum', 'saterlyt', 'shoz', 'un', 'bayg', 'ho-ul']"
0,"['clever', 'monkey']"
0,"['mr', 'mrs', 'trash']"
0,"['bu', 'hate', 'playa', 'yankees', 'hate', 'yankees', 'payroll', 'hate', 'dodgers']"
1,"['hate', 'yankees', 'though', 'right', 'feel', 'like', ""i'm"", 'really', 'good', 'hating']"
0,"['hate', 'cowboys', 'yankees']"
0,"['hey', 'dont', 'u', 'get', 'involved', 'black', 'black', 'situations', 'cause', 'hate', 'whitey', 'b', 'honest', '#mikebrown']"
0,"['hey', '#teabagger', 'law', 'made', 'felony', 'keep', 'collect', 'records', 'get', 'facts', 'straight']"
0,"['discredited', 'per', 'government', 'study', 'good', 'factual', 'pay', 'bills', 'moocher', 'teabaggers', 'republicans']"
0,"['huge', 'yankee', 'fan', 'enjoy']"
0,"['birds', 'feather', 'go', 'away']"
1,"['yeah', 'sucks', 'like', 'fags', 'oh', 'nevermind', 'fags', '#nfl']"
0,"['got', 'sole']"
1,"[""i'll"", 'uk', 'fag', 'means', 'cigarette', 'faggot', 'bundle', 'sticks', 'homo']"
0,"['vertical', 'nip', 'bars', 'already', 'horizontal', 'ones', 'think', ""it'll"", 'look', 'hella', 'cute']"
0,"['also', 'put', 'touch', 'ned', 'chuck', 'mix']"
0,"['fran', 'hillbilly', 'virginia', 'mountain', 'man', 'pre', '1800s', 'white', 'anglo-saxon', 'beliefs', '#frankensteinmd', '#kikme']"
0,"['saw', 'actual', 'tweet', 'scanning', 'jihadi', 'accounts', 'put', 'screen', 'shot', 'aid', 'workers', 'r', 'spies']"
1,"['fuck', 'spear', 'chucker']"
1,"['tyler', 'makes', 'think', ""they're"", 'lil', 'nigger', 'baby', 'hoodrats']"
0,"['would', 'make', 'great', 'baby', 'bird', 'pic', 'bruh']"
1,"['wow', 'u', 'hoe', 'term', 'women']"
1,"['hate', 'japs', 'aint', 'forgetting', 'gettin', 'japped', 'either']"
1,"['whatever', 'hoe', 'bitch', '1', 'fags', 'beat', 'yall', 'sad', 'asses']"
1,['fags']
0,"['literally', 'told', 'face', 'trash', 'shop', 'hooping']"
1,"['tits', 'may', 'better', 'looking', 'face', 'makes', 'like', 'asian', 'latina', 'tranny', '#facts']"
1,"['look', 'like', 'welfare', 'bitch', 'compared', 'latinas', 'date', 'fuck', 'need', 'fashion', 'makeup', 'tips', 'tbh']"
0,"['job', 'us', 'prez', 'protect', 'us', 'throw', 'trash', 'ebola', 'er', 'cost', 'daniel', 'money', 'lives', 'dog']"
1,"['mean', 'bro', 'fucking', 'faggot']"
1,"['die', 'car', 'accident', 'faggot']"
0,['via']
0,"['think', 'guinea', 'pig', 'okay', ':(']"
1,['faggot']
0,"['puppets', 'like', 'intentionally', 'forever', 'cripple', ""people's"", 'ability', 'unify', 'eco', 'political', 'consensus']"
0,"[""i'm"", 'referring', 'second', 'put', 'vick', 'slot', 'play', '#trash']"
0,"['worst', 'terrorists', 'republican', 'teabaggers']"
0,"['guys', 'company', 'best', 'year', 'ever', 'obama', 'conservative', 'teabaggers', 'scum']"
1,"['ur', 'sassy', 'white', 'trash', 'change', 'ur', 'username']"
0,"['yes', 'true', 'reagan', 'first', 'ike', 'wouldnt', 'president', 'supreme', 'allied', 'commander']"
0,"['understand', ""there's"", 'trash', 'cans', 'dumpsters', 'everywhere', ""there's"", 'wait', 'till', 'go', 'somewhere', 'one']"
0,"['btw', 'happy', 'birthday', 'charlie', 'get', 'better', 'soon']"
0,"['stay', 'safe', 'charlie']"
0,"['lax', 'gun', 'laws', 'ur', 'retarded', ""there's"", 'murder', 'bcuz', 'one', 'defend', 'crooks', 'guns']"
1,"['learn', 'type', 'ya', 'hillbilly']"
1,"['humans', 'evil', 'man', 'cutting', 'tusks', 'beautiful', 'animals', 'chinks', 'think', 'get', 'hard']"
0,"['chris', 'stop', 'angry', 'bird', 'spitting', 'n', 'dana', 'go', 'hail', 'ur', 'racial', 'tendicies', 'u', 'infor', 'carter', 'rt', 'n', 'u', 'never', 'talk', 'abt']"
0,"['jimmy', 'want', 'talk', 'trash', ""would've"", ""could've"", 'chris', 'stop', 'talking', 'spitting']"
0,"['diaval', 'gets', 'pass', 'virtue', 'mostly', 'bird']"
0,"['last', 'year', 'explain', 'queer', 'theory', 'acceptable', 'academic', 'term']"
0,"['merry', 'christmas', 'hun', '_Ÿ_…', '_Ÿ_„', 'âù_', 'ï¸è']"
0,"['nd', 'kno', 'much', 'love', 'clams', 'lol']"
0,"['kno', 'love', 'stuffed', 'clams', 'bai']"
1,"['stop', 'half', 'breed', ""i'm"", 'starting', 'learn', 'makes', 'dumb', 'ass']"
1,['nigger']
1,"['probs', 'fag', 'vhia']"
1,"['repeat', 'u', 'white', 'trash']"
0,"['yellow', 'cake', 'chocolate', 'frosting']"
1,"['looks', 'like', 'pretty', 'dyke', '_Ÿ’Å', 'âœ¨']"
0,"['kept', 'border', 'open', 'disease', 'central', 'america', 'lowest', 'workforce', 'part', 'since', 'carter', 'yep', 'real', 'boon', 'nc']"
1,"['u', 'pull', 'fucking', 'retard']"
1,"['yo', 'fat', 'ugly', 'ass', 'even', 'pull', 'ugly', 'bitch', 'school']"
0,"['make', 'animal', 'cracker', 'taco']"
1,"['nice', 'way', 'callin', ""y'all"", 'honkies']"
0,['chunky']
0,"['hairy', 'like', 'monkey', 'p']"
0,"[""ain't"", 'never', 'orderin', 'colored', 'pizza', 'stow']"
0,"['monkey', 'look', 'like']"
0,"[""i'm"", 'trash']"
0,"['honky', 'tonk', 'badonka', 'ankh']"
1,"['happy', 'birthday', 'faggot']"
0,"['see', 'feel', 'betrayed', 'racism', 'comes', 'shocked', 'call', 'uncle', 'tom', 'bitter', 'loser']"
0,['trash']
0,"['funny', 'trash']"
0,"[""that's"", 'hoser', 'eh']"
1,"[""i'm"", 'going', 'blame', 'black', 'man', 'since', 'always', 'blame', 'whitey', ""i'm"", 'equal', 'opportunity', 'hater']"
0,"['last', 'planet', 'apes', 'kids', 'minute']"
0,"['nice', 'lie', '#teabagger', 'want', 'see', 'make', 'real', 'like', 'reagan', 'conservative', 'another', 'huge', 'lie']"
1,"['--->', 'get', 'past', 'boot', 'camp', 'go', 'active', 'years', 'see', 'really', 'daily', 'liberal', 'pussy']"
0,"['also', 'recommend', '6pack', 'shiner', 'bock', '12', 'hours', 'brisket', 'duty', 'pit', 'feeding', 'oak', 'coals', '_Ÿ˜‰']"
1,"['eat', 'shit', 'nigga', 'bitch', 'turd', 'bag', 'dick', 'beetle']"
0,"[""i'm"", 'trash', 'talker', 'brah', ""i'm"", 'polite', 'diplomatic', 'court']"
0,"[""can't"", 'see', ""i'm"", 'flipping', 'bird']"
0,"['pick', 'sc', 'take', 'us', 'nip', 'cr']"
0,"['weird', 'see', 'local', 'yokel', 'journalist', 'get', 'worked', 'enough', 'take', 'pointed', 'side', 'though', 'thought', 'impartial']"
1,"['nigga', ""who's"", 'bitch', 'u', 'fucking', 'cracker', 'get', 'gay', 'ass', 'mentions']"
0,"['4th', 'incompletion', 'slants', 'looked', 'like', 'better', 'options', 'shame', 'youth', 'lack', 'trust', 'going']"
1,['fag']
0,"[""that's"", ""i'm"", 'partially', 'glad', 'say', 'hi', 'ho', 'kermit', 'frog', 'slip', 'kermit', 'voice', 'well']"
1,"['racist', 'ntx', 'trash', 'w', 'hate', 'see', 'particular', 'man', 'wh', 'n', 'butler']"
0,"['hey', '#teabagger', 'bohner', 'said', 'got', '98', 'wanted', 'sequester', 'sound', 'like', 'moron', 'everyone', 'knows', 'lying']"
1,"['terms', 'like', 'honkey', 'cracker', 'peckerwood', 'stereotypes', 'white', 'people', 'fucking', 'kids', 'sisters', 'racist', 'sweet']"
0,"['way', ""i'm"", 'dude', 'fat', 'diet', 'twinkies', 'devil', 'breakfast', 'tacos', 'miss', 'breakfast', 'tacos', '_Ÿ˜‚']"
0,"['totally', 'smells', 'like', 'brownies', 'every', 'day', 'walk', 'work']"
0,"['bird', 'hats', 'every', 'hat']"
0,"['bird', 'hat', 'hats', 'hats', 'beat']"
0,"['find', 'new', 'hillbilly', '#spiritweek']"
0,"['fact', 'start', 'for-profit', 'university', 'would', 'sole', 'requirement', 'graduation']"
0,"['ha', ""i'm"", 'actually', 'going', 'see', 'yankee', 'game', 'weird', 'sounds', ""uncle's"", 'house', 'nj', 'hour', 'away']"
0,"['could', 'get', 'matching', 'burner', 'phones', 'ghetto', 'fab', 'months']"
1,"['bernstine', 'chi', 'sox', 'jew', 'fag']"
1,['fag']
1,"['thats', 'rooting', 'team', 'hate', 'banwagoning', 'u', 'retard', 'u', 'different', 'favorite']"
