class,tweet
1,"['way', 'fuck', 'bitch']"
1,"['sucks', 'suck', 'bitch']"
1,"['nah', 'would', 'probably', 'call', 'obsessed', 'faggot', 'also', 'nice', 'try', 'though']"
1,"['typical', 'ghetto', 'girll']"
1,"['dp', 'double', 'penetration', 'aka', 'dick', 'ass', 'dick', 'pussy', 'damn', 'time']"
1,"['bitch', 'called', 'yu', 'back']"
1,"['bitch', 'need', 'bring', 'ass', 'fucking', 'practice']"
1,"['text', 'bitch']"
1,"[""can't"", 'wait', '2', 'see', 'bitch', 'tmrw', '#gatsby', '#l00py']"
1,['nigger']
1,"['_Ù÷â', '_Ù÷â', '_Ù÷â', 'yeah', 'read', 'yo', 'shit', 'fast', 'bitch']"
1,"['ah', 'lil', 'bit', 'bitch', '_Ù÷_', '_Ù÷è', '_Ù÷â', '_ÙÔÎ']"
1,"['ohh', 'bitch', 'gotta', 'go', 'fck', 'girl', 'second', 'lil', 'family', 'frfr']"
1,"['salty', 'pussy']"
1,"['like', 'room', 'big', 'sloppy', 'mess', 'like', 'twitter', 'hoes']"
0,"['skipped', 'running', 'eating', 'chips', 'brownies']"
1,"['pretty', 'like', 'bitch']"
1,"['robert', 'bc', 'one', 'cussing', 'like', 'tomorrow', 'bc', ""he's"", 'pussy']"
1,"['bitch', 'tho', 'know', 'sure', ""i'm"", 'get', 'ass', 'beat', 'bitches', ""that's"", 'fact', '_Ù÷â', '_Ù÷â']"
1,"['linda', 'rn', 'retard', '^', '^']"
0,"['eh', 'take', 'hoser']"
1,['bitch']
1,['bitch']
1,"['exactly', 'bitch']"
1,"['lil', 'pussy', 'dm', 'back', 'hmm']"
0,"['approximately', '1/2', 'one', 'crash', 'supposed', 'many', 'members', 'seal', 'team', 'one', 'bird']"
1,"['bishhh', '_ÙÔÜ', 'slap', 'hoe']"
1,"['see', 'ud', 'get', 'pussy', 'u', 'pussy']"
0,"['mk', 'hun', 'textith']"
1,"['nigga', 'minute', 'dropped', 'got', 'fuck', 'team', 'bitch']"
1,"['disgusting', 'banned', 'talking', 'hiphop', 'retards', 'like', 'belong', '40', 'retarded', 'ass', 'logic']"
0,"['lol', 'getting', 'early', 'bird', 'catches', 'worm']"
0,"['video', 'made', 'porn', 'actress', 'sexy', 'capri', 'anderson', 'kissing', 'video', 'charlie', 'sheen', 'via']"
1,"['2', 'day', 'bitch', 'fest', 'maybe']"
1,"['omg', 'retard', 'asked', 'weighs', 'thousand', 'pounds', 'feathers', 'thousand', 'pounds', 'steel']"
0,"['slavery', 'prohibition', 'letting', 'women', 'vote', 'segregation', 'jim', 'crow', 'laws', 'etc', 'etc', 'day', 'lol']"
1,"['darkskin', 'dykes']"
1,"['hey', 'dude', 'watch', 'calling', 'bitch']"
1,"['dad', 'wanted', 'twat', '_Ù÷_']"
1,"['oh', 'hell', 'act', 'proper', 'live', 'richardson', 'much', 'finer', 'hoes', 'ducanville']"
1,"['yes.that', 'ghetto', 'condescending', 'especially', 'miserably', 'failed', 'crappy', 'school', 'lunch', 'initiative', 'hypocrite']"
1,['faggot']
1,"['garbage', 'rappers', ""can't"", 'learn', 'like', 'teaching', 'advanced', 'algebra', 'retard']"
1,"['one', 'knows', 'words', 'song', 'know', 'sexy', 'saxophone', 'george', 'michael', 'pussy']"
1,"['thanks', 'bitch']"
1,"['thats', 'never', 'call', 'bitch', 'shit']"
1,"['reals', 'psycho', 'ass', 'bitch', 'lol']"
1,"['us', 'english', 'go', 'learn', 'grammar', 'u', 'dick', 'sucking', 'hoe']"
1,"['idk', 'ur', 'saying', 'probably', 'desperate', 'pussy']"
1,"['u', 'call', 'ur', 'bestie', 'bitch', ""i'm"", 'guessing', 'dog', 'barks', 'much']"
1,['pussy']
1,"['prolly', 'sound', 'like', 'little', 'bitches']"
0,"['mock', 'anything', 'asked', 'believed', ""noah's"", 'arc', 'said', 'mocking', 'religion', 'opinion', ""that's""]"
1,"['ur', 'boss', 'ass', 'bitch']"
1,"['apparently', 'little', 'pussy', 'cant', 'converse', 'nevermind', 'fight', 'ive', 'blocked', 'oh', 'well', 'youth', 'gets', 'frustrated', 'easy']"
0,"['extra', 'yellow']"
0,"['yellow', 'even', 'better']"
1,"['#nfl', 'stadiums', 'play', 'music', 'jay-z', 'former', 'drug', 'dealer', 'whose', 'diaphragm', 'wouldnt', 'work', 'w', 'saying', 'nigger', 'every', 'song']"
1,"['niggas', 'pressed', '4', 'pussy', ""ain't"", 'nuthin', 'instead', 'worrying', 'dat', 'bitch', 'fucking', 'u', 'get', 'chu', 'sum', 'money']"
1,"['right', 'momma', ""ain't"", 'raise', 'faggot']"
1,"['yeah', 'hoe', 'ass', 'nigga', '_Ù÷Ó', '_Ù÷Ó', '_Ù÷Ó']"
1,"['point', 'call', 'nigger']"
1,"['someone', 'needs', 'give', 'bitches', 'gatoraide', 'ten']"
1,"['mouth', 'pussy', 'ass', 'dick', 'sandwich', 'fuck', 'kinda', 'question']"
0,"['groves', 'trash', 'imo']"
1,"['black', 'girl', 'lighter', 'every', 'bitch', ""y'all"", 'needa', 'stop', 'playin', 'fuckin', 'darkskin', 'girls', 'body', 'image']"
1,"['start', 'lil', 'bitch']"
1,"['try', '2', 'chainz', 'heard', 'big', 'booty', 'hoes']"
1,"['fuck', 'bitch', ""where's"", 'sleeve']"
1,"['wtf', 'ur', 'tumblr', 'bitch']"
1,"['u', 'taber', 'shit', 'coon']"
0,"['fake', 'pics', 'get', 'tl', 'u', 'r', 'dismissed', 'muzzie']"
1,"['mean', 'distracted', 'bitch', ':)']"
1,['faggot']
0,"['white', 'people', 'need', 'weapons', 'defend', 'subhuman', 'trash', 'sort', 'unleashes', 'us']"
1,"['trust', 'hoes', 'lol', 'na', 'bigger', 'us', 'think', 'bc', 'guys', 'talk', 'girls', 'first', 'understand']"
1,"['university', 'white', 'black', 'red', 'ones', 'rest', 'trash', 'anyway', 'making', 'shit']"
1,"['fucked', 'bitch']"
1,"['mmm', 'thanks', ""i've"", 'saving', 'mine', 'point', 'time', 'fucking', 'queer']"
1,"['mean', 'pics', 'idk', 'chose', 'one', 'cough', 'bitch', 'cough']"
1,"['bitch', 'kill', 'yo', 'vibe']"
1,"['bitches', 'bow']"
1,"['fuck', 'bitches', 'get', 'money']"
1,"['oh', 'spelled', 'give', 'wrong', 'psh', 'thought', ""i'd"", 'bitch']"
0,"['lmaoo', 'abo', 'crusty', 'hands']"
1,"['thanks', 'saying', 'hi', 'today', 'bitch']"
0,"['trash', 'us', 'another', 'conference', 'say', 'goodbye']"
1,"['scrolling', 'tl', 'ol', 'sick', 'ass', 'bitch']"
0,"['make', 'brownies']"
0,"['understand', 'need', 'multiple', 'autopsies', 'guess', ""they're"", 'going', 'keep', 'slant', '1', 'officer']"
1,"['next', 'could', 'ask', 'grand', 'wizard', '#kkk', 'many', 'intolerant', 'poor', ""soul's"", 'views', '#cunt', '#tcot', '#frc', '#p2', '#foxnews']"
1,"[""ain't"", 'bitch']"
1,"['k', '#bitch']"
0,"['someone', 'recently', 'told', 'local', 'yokel', 'going', 'use', 'twitter', 'account', 'damage', 'yeah']"
1,"['thiiis', 'close', 'going', 'real', 'east', 'side', 'detroit', 'monkey', 'ass']"
0,"['jim', 'crow', 'laws', 'segregation', 'lynching', 'laws', 'anti', 'womans', 'suffrage', 'laws', 'amazing', 'everyone', 'doesnt', 'want', 'bring']"
1,"['drive', 'nigger']"
1,"['speaking', 'time', 'tryna', 'make', 'look', 'bad', 'like', 'eating', 'pussy']"
1,"['guys', 'pussies']"
1,"['thats', 'life', 'hoes', 'gonna', 'hoes', 'could', 'blame', 'tammy']"
0,"['birds', 'feather']"
1,"[""i'll"", 'show', 'much', 'fag', '_Ù÷è']"
0,"['coaches', 'dont', 'put', 'positions', 'successful', 'offensive', 'struggles', 'put', 'gardner', 'program', 'trash']"
0,"['wow', 'thats', 'great', 'language', 'coming', 'hs', 'coach', 'sure', 'role', 'model', 'trash', 'like', 'account']"
0,"['lookin', 'good', 'mick']"
0,"['need', 'stop', 'picking', 'ufcs', 'trash', 'though', 'build', 'fighters']"
1,"['say', 'got', 'many', 'bitch', 'swear', ""ain't"", 'got', 'right', 'ones']"
1,"['try', 'one', 'mikey', 'none', 'hick', 'shit']"
1,"['talentless', 'skag', 'wardrobe', 'malfunction']"
1,"['bitch', 'u', 'lying', ""justin's"", 'account', 'ugly', 'indian']"
0,"['really', 'right', 'bed', 'put', 'dam', 'yellow', 'starburst', 'throws', 'window', '_Ù÷©']"
1,"['still', 'cunt']"
0,"['person', 'actually', 'holding', 'ape', 'paris', 'sister']"
1,"['never', 'said', 'wanted', 'fuck', 'tranny']"
0,['tranny']
1,"['nigga', 'chill', 'throw', 'jungle', 'watch', 'come', 'gorilla', 'monkey', 'cheetah', 'coat']"
1,"['queer', 'gnarles', 'charles']"
1,"['sup', 'pussy', ';)']"
1,"[""that's"", 'bitch', 'desire', 'see', 'much', 'bullshit', 'hahahaha']"
1,"['mindless', 'twat', 'shitting', 'hiphop', 'hahahaha']"
1,"['juss', 'way', 'stands', 'screams', 'bitch', 'lmao']"
1,"['dumb', 'cunts', 'like', 'make', 'sad', 'served', 'war']"
0,"['helmets', 'destiny', 'trash', 'wish', 'could', 'rock', 'invisible', 'bubble', 'instead', 'hunters', 'look', 'like', 'robocop']"
1,"['oh', 'basically', 'bitch', 'day', 'mhmmm', 'course']"
1,"['love', 'bitch']"
1,"['spaceship', 'shit', 'retarded']"
1,"['lol', 'nig']"
1,"['lol', 'profane', 'words', 'bwahahahahahah', 'mad', 'gay', 'faggot', 'fuck', 'boi', 'get', 'bitch', 'ass', 'nigga']"
1,"['u', 'arguing', 'ugly', 'bitch', 'twitter']"
1,"['hell', 'yea', ""i'm"", 'surrounded', 'hillbillys', 'real', 'ass', 'rednecks']"
0,"['nee', 'dat', 'na', 'langdurig', 'gepest', 'worden.zoals', 'ik', 'al', 'zei', 'kiem', 'smoren.is', 'ook', 'vb', 'voor', 'kind', 'hoe', 'je', 'moet', 'optreden']"
0,"['#pumprules', 'bravo', 'quality', 'trash']"
0,"[""what's"", 'come-at-me-bro', 'bird', 'stressful']"
1,"['back', 'atcha', 'bitch']"
1,"['ya', 'know', 'gamoot', 'considered', 'like', 'wait', ""i'm"", 'little', 'baby', 'back', 'bitch']"
1,"['fake', 'bitches', '#nicetry']"
1,"['apologize', 'morgan', 'bitch', 'blind', 'whole', '35', 'seconds']"
1,['bitch']
1,"['naw', 'negro']"
0,"['chik', 'fil', 'hipotle', 'trash', 'taco', 'bell', 'give', 'runs']"
1,"['faggot', 'alert']"
1,"['bitch', 'ass', 'scaring', 'lol', 'keep', 'new', 'ones', 'yet']"
0,"['dont', 'think', 'celestial', 'dragon', 'killed']"
1,"['im', 'still', 'giant', 'muk', 'shit', 'eats', 'candy', 'ceasar', 'clown']"
1,"['lmao', 'would', 'respect', ""he's"", 'hoe', ""that's"", 'true']"
1,"[""what's"", 'name', 'hoe', 'lol', 'sounds', 'good']"
1,"['back', 'high', 'school', 'w', 'one', 'fuck', 'hoes', 'nigga', 'lol', 'thats']"
0,"['need', 'monkey', 'bars', 'tricycle']"
1,"['one', 'called', 'pussy', 'pop', 'think', 'cats']"
1,"['fuck', 'dyslexia', 'bitch']"
1,"['karma', 'bitch']"
1,"['one', 'cares', 'bitch']"
1,"['jesus', 'walks', 'bitch']"
1,"['ask', 'bitch', 'bitches']"
1,"['rather', 'go', 'choke', 'moms', 'bomb', 'pussy']"
1,"['called', 'cunt']"
1,"['would', 'need', 'call', 'bitch', 'cunt', 'face', 'im', 'talking', 'dumbass']"
1,"['love', 'bitches', 'love']"
1,"['called', 'hoe', 'lol']"
1,"['ily', '2', ""i'm"", 'work', 'bitch', 'even', 'battle', 'ready', 'blades']"
1,"['whatever', 'wall', 'hackin', 'pussy', 'bich', ""i'll"", 'fuk', 'u', 'like', 'ur', 'mum', 'ur', 'sis', 'ur', 'step', 'sis', 'ur', 'mums', 'mum', 'ur', 'mums', 'aunt', '420', 'bich', 'bich']"
1,"['hoes', 'days']"
1,"['dare', 'insult', 'pearl', 'harbor', 'vet', 'dumb', 'cunt']"
1,"['lol', 'always', 'scheming', 'dude', 'jaime', 'needs', 'keep', 'hoe', 'leash', 'mean', 'sister', 'lol']"
1,"['tell', 'fuck', 'stop', '2nd', 'think', 'protocol', 'put', '6', 'shots', 'someone', ""who's"", 'unarmed', 'retard']"
1,"['one', 'thing', 'baby', 'never', 'call', 'bitch', 'phone', 'bout', 'nigga', 'ion', 'know', 'app', 'somebody', 'playing', 'aint']"
0,"['steek', 'morele', 'vinger', 'maar', 'j', 'neus', 'zelfde', 'soort', 'types', 'bij', 'nato', 'stenigt', 'vrouwen', 'bosjes']"
1,"[""i'll"", 'continue', 'dis', 'later', ""i'll"", 'back', 'bitch']"
1,"['neil', 'heard', 'scientists', 'discovered', 'fact', 'bitches', 'trippin']"
1,"['naaa', 'faggots', 'guess', 'around', 'long', 'would', 'ya']"
1,"['home', 'headed', 'work', 'sorry', 'ho']"
1,"['lmao', 'shoes', 'fit', '_ÙÔ_', 'lace', 'bitches', ""i'm"", 'talking', 'general', '_Ù÷â']"
1,"['watching', 'football', 'pussy', 'soccer', 'wtf']"
0,"['thank', 'jackass', 'zebras']"
1,"['come', 'watch', 'godzilla', 'faggot']"
1,"['sounds', 'right', 'many', 'dumb', 'bitches', 'work', 'welcome', 'life']"
1,"['bunch', 'pussies']"
1,"['whatever', 'fucking', 'pussy', '_Ù÷â']"
1,"[""i'm"", 'chewy', 'high', 'hard', 'ass', 'dick', 'ooh', 'goes', 'pager', 'could', 'trick', 'bitch']"
1,"['looks', 'like', 'pussy', 'lips', 'huge']"
1,"['aka', 'lonely', 'bitches']"
1,"['got', 'ugly', 'niggah', 'problems', 'lol', 'got', 'pretty', 'niggah', 'problems', 'bad', 'problem', '_Ù÷â']"
1,"['pussy', 'shit']"
1,"['niggah', 'das', 'gay']"
1,"['trippy', 'hoes', '_ÙÎÛ', '_ÙÎÛ']"
1,"[""i'm"", 'gonna', 'drink', 'monster', 'til', 'sue', 'gettin', 'bitch', '#gottagetthe30']"
1,"['lmaoo', 'one', 'nigga', '2nd', 'pic', 'looove', 'pussy', 'popeyes', 'lmaoo', 'shit', 'killed']"
1,"['also', 'refer', 'girl', 'bitch', 'sucked', '#betdat']"
1,"['bitch', 'fuck', 'dad']"
1,"['draws', 'perfect', 'scorpion', 'writes', 'name', 'retarded']"
1,"['lmfao', 'sorry', 'bitch', 'one', 'likes', 'wes']"
1,"['roll', 'got', 'eat', 'barter', 'system', 'nig']"
0,"['explains', ""they're"", 'waving', 'trash', 'bags', 'around', 'heads']"
1,"['fuck', 'bitches']"
1,"['im', 'bully', 'half-retarded', 'talking', 'flotation', 'device', 'assure', 'im', 'bully']"
0,"['seems', 'dont', 'come', 'trash', 'nobody', 'outside', 'hollywood', 'knows', 'ppl', 'pay', 'see', 'ha', 'guess', 'hw', 'dont']"
1,"['bitch', 'bloked', 'lmao']"
1,"['check', 'yer', 'phone', 'nigger']"
0,"['like', 'peaceful', ""that's"", 'boring', 'like', 'fighting', 'come', 'ghetto', 'u', 'remember', 'p', 'impossible']"
1,"['nigglet', ""ain't"", 'seen']"
0,"['everybody', 'look', 'bird-killing', 'wind', 'mill', 'lover', ';-)']"
1,"['gotta', 'respect', 'bitch', ""let's"", 'put', 'entire', 'arm', 'vagina']"
1,"['love', 'laying', 'bed', 'twin', 'size', 'bed', 'bitches', 'takin', '3/4', ""ain't"", 'havin']"
1,"['bitches', 'crazy']"
1,"['lmao', 'whore', 'life', 'bad', 'day', 'better', 'good', 'day', 'ever', 'fuck', 'day', 'bitch', 'haha']"
1,"['congratulations', 'brother', 'hoe']"
1,['trash']
0,"['making', '300', 'clams', 'betting', '5', 'hope', 'living']"
0,"['lmao', 'yes', 'kind', 'like', 'ghetto', 'yet', 'says', 'u', 'feel', '_Ù÷ç', '_Ù÷ç', '_Ù÷_', '_ÙÕ_']"
1,"['fugly', 'white', 'bitch']"
0,"['lived', 'attest', 'trust', 'muzzie', 'nation', 'million', 'light', 'years']"
0,"['mad', 'libs', 'cool', 'uh', 'twinkie', '35', 'long', 'dj', 'pon', '3', 'cameo', 'magic', '‰ã¢', 'crystal', 'tree', '#tngseason4finale']"
1,"['bye', 'bitch', 'byeee']"
0,['trash']
1,"['hoe', 'stfu']"
1,"['fuck', 'wrong', ""can't"", 'call', 'urself', 'man', 'u', 'call', 'girl', 'bitch', 'ur', 'fuckin', 'loser', 'bro']"
1,"['stfu', 'bitch']"
1,"['called', 'nigger']"
1,"['hoe', 'got', 'issues']"
1,"['oh', 'totes', 'girl', ""i'm"", 'also', 'blasting', 'mayday', 'wearing', 'oversized', 'hoodie', 'get', 'queer']"
1,"[""i'm"", 'trying', 'catch', 'diabetes', ""i'm"", 'fuckin', 'white', 'bitch']"
0,"['red', 'yellow']"
0,"['like', 'charlie', 'chan-style', 'never', 'saw', 'either', 'hmm', 'makes', 'think', 'cockneys', 'killzone', 'series']"
1,['hoe']
0,"['remember', 'dad', 'running', 'rotary', 'hoe', 'corn', 'freeze', 'knock', 'dead', 'leaves', 'turn', 'brown']"
0,"['parental', 'unit', 'trash']"
0,"[""there's"", 'always', 'one', 'never', 'realize', 'worst', 'unsolicited', 'unaffiliated', 'trash', 'talker']"
1,"['bitch', 'got', 'arms', 'like', 'piccolo']"
1,"['dem', 'wants', 'weenis', 'swingin', 'da', 'twitter', 'say', 'day', 'shut', 'colored', 'ass']"
1,"[""what's"", 'next', 'fingers', 'dykes']"
0,"['yeah', 'sting', 'already', 'proven', 'draw', 'apples', 'oranges', 'signs', 'people', 'sole', 'purpose', 'burying']"
1,"['ell', 'naw', 'dogs', 'run', 'bitch']"
0,"['funky', 'monkey']"
0,"['day', 'feel', 'bout', 'colored', 'folk']"
1,"['stop', 'bitch', 'speaking', 'name', 'little', 'girl', 'thank']"
1,"['know', 'got', 'whole', 'video', 'sucking', 'life', 'pussy', '_Ù÷è', '_Ù÷«', 'bye', 'stranger', '_Ù÷÷']"
1,"['got', 'weed', 'come', 'faggot']"
1,"['two', 'need', 'stop', 'acting', 'like', 'two', 'little', 'bitches']"
1,"['hillbilly', 'ass', 'would', 'shoot', 'ya', 'piers', 'put', 'ya', 'right', 'next', 'buck', 'hangin', 'redneck', 'ass', 'wall']"
1,"['house', 'keeps', 'passing', ""cr's"", 'senate', 'says', 'harry', 'ried', 'obamas', 'bitch', 'states', 'senators', 'represent']"
1,"['shut', 'arsenal', 'already', 'bitch']"
1,"['lj', 'hoes']"
1,"['fuck', ""y'all"", 'doubt', ""i'm"", 'piece', 'white', 'trash', 'say', 'proudly']"
1,"[""that's"", 'good', 'choice', 'except', 'whale', 'bitches', 'fuck', 'would', 'get', 'pregnant']"
1,"['funny', 'ofay', 'mammy', 'woulda', 'happy', 'made', 'friends', 'wit', 'da', 'folk', 'dat', 'brought', 'us', 'da', 'new', 'world', 'chains']"
1,"['idea', ""people's"", 'actually', 'personalities', 'like', 'maybe', 'pamaj', 'always', 'cunt', 'hahaha']"
1,"['cunt', 'shitty', 'attitude', 'apex', 'pamaj', 'banks']"
0,"['whoa', 'easy', 'amy', 'slag', 'canucks', 'much', 'generalization']"
1,"['puss', 'pussy']"
1,"['vote', 'right', 'complain', 'said', 'vote', 'son', 'bitch', '_Ù÷Ä']"
1,"['yeah', ""i'd"", 'want', 'shoot', 'son', 'bitch', 'lol']"
1,['pussy']
0,"['best', 'story', 'time', 'visit', 'yellow', 'friends']"
1,"['thought', 'camera', 'would', 'steal', 'soul', 'shut', 'fuck', 'stupid', 'twat']"
1,"['raised', 'person', 'uses', 'gun', 'cant', 'take', 'ass', 'whipping', 'pussy']"
1,"['yeah', 'tend', 'grab', 'ass', '_ÙÔÜ', 'smack', 'bitches', 'morning', 'think', 'hang', 'lol', '_Ù÷â', '_ÙÔÎ']"
1,['dyke']
1,"['bitch', 'gas', 'station', 'puffin', 'swear', ""that's"", 'trashy', 'nigga', 'put', 'check']"
0,"[""i'm"", 'viswa', 'moulie', 'wanna', 'ur', 'friend', 'please', 'shall']"
1,"['bitch', 'yu', 'nt', 'gone', 'mention', 'back']"
1,"[""i'm"", 'outside', ""i'm"", 'pussy']"
1,"['u', 'good', 'man', 'long', 'time', 'niggah']"
1,['bitch']
1,"['fuck', 'bitch']"
1,"['hey', 'guess', 'yall', 'forgot', 'im', 'bitch', 'lol']"
1,"['whooo', 'lemme', 'find', 'bitch', 'run', 'u', 'haha']"
1,"['see', 'tears', 'bitch']"
1,"['cry', 'bitch']"
1,"['hate', 'men', 'much', 'trying', 'look', 'like', 'one', 'stupid', 'little', 'cunt']"
1,"['yeah', 'lie', 'thats', 'deleted', 'nigger']"
1,"['would', 'reply', 'red', 'emoji', ""i'm"", 'nigger']"
0,"['yes', 'stalking', 'weird', 'people', 'many', 'things', '#pr20chat']"
0,"['btw', 'genocide', 'war', 'people', 'gaza', 'combatants', 'people', 'warsaw', 'ghetto']"
1,"['like', 'got', 'time', 'wasting', 'bitch', 'broke']"
1,"['bitch', 'ass', 'nigga', 'called', 'bitch']"
1,"['drink', 'pussy', 'juice', 'nigga']"
1,"['6-1', 'bitch', 'dont', 'hate']"
1,"['right', 'hoes', 'dick', 'u', 'dats']"
1,"[""that's"", 'rednecks', 'erecycle']"
1,"['holy', 'fuck', 'frozen', 'pussy', 'crazy']"
0,['unexplainable']
0,"['hey', 'rachel', 'g', 'name', 'isint', 'kenneth', 'ok', ""let's"", 'get', 'straight', '_ÙÔ ', 'best', 'backing', 'go', 'ghetto']"
1,"['grow', 'pair', 'pussy']"
1,"['talkin', 'bout', 'retard', 'sittin']"
1,"['old', 'cunt', 'needs', 'die']"
1,"['hell', 'plasticassed', 'bitch']"
1,"['hoes', ""ain't"", 'thick', 'u', 'clowning']"
0,"['dubya', 'hates', 'todays', 'teabagger', 'movement']"
1,"['ok', 'talking', 'language', 'none', 'pussy-whipped', 'rino', 'whining']"
0,"['gets', 'cold', 'yall', 'gonna', 'trash', 'lol']"
0,"[""i'll"", 'see', 'guys', 'later', 'gotta', 'go', 'bake', 'blood', 'crackers']"
1,['hoe']
1,"['text', 'queer', 'bait']"
0,"['impressed', 'anybody', 'could', 'chug', 'smirnoff', 'ice', 'quickly']"
1,"[""that's"", 'kevin', 'hoes', '_Ù÷â', '_Ù÷â']"
0,"['course', 'win', 'lose', 'always', 'exciting', 'matches', 'spilt', 'blood', 'trash', 'talker']"
0,"['hollywood', 'underwood', 'took', 'shirt', 'started', 'screaming', 'dark', 'hah', 'like', 'horror', 'movie', 'nips']"
1,"['broke', 'bitch']"
1,"['call', 'pussy']"
1,"['wtf', 'mine', 'fried', 'twinkie', 'w', 'powdered', 'sugar', 'got', 'hoed']"
1,"['bitch', 'might', '~', 'aesthetic', '~']"
1,"['lol', 'gotta', 'let', 'hoes', 'know', 'pow', 'pow', 'aint', 'want']"
1,"[""he's"", 'better', 'trainer', 'jillian', 'really', 'acts', 'like', 'bitch', 'sometimes']"
1,"['lls', 'omg', 'omg', 'getting', 'harrassed', 'bby', 'father', 'smh', 'ig', 'tlk', 'bout', 'hw', 'mch', 'miss', 'bitch', 'please']"
1,"['dis', 'wus', 'offered', 'help', 'faggot', 'ass', 'nigga', 'get', 'custody', 'kids', 'im', 'lowkey', 'heated']"
1,"['man', 'fck', 'dat', 'tranny', 'juwanna', 'man', 'ass', 'nigga']"
1,"['lol', 'yeah', 'birds', 'chirping', 'outside', 'bastards']"
1,"['<-', 'poked', 'little', 'pussy', 'stick', 'curled', 'little', 'ball', 'like', 'pill', 'bug']"
1,"['sounds', 'like', 'bad', 'bitch']"
1,"['method', 'colonial', 'states', 'employed', 'france', 'england', 'dont', 'get', 'bitch', 'playbook']"
0,"['go', 'gulls', 'first', 'grade', 'cracker', 'physical']"
1,"['dumb', 'hoe']"
1,"['bitch', 'still', 'go']"
0,"['right', 'link', 'would', 'trash', 'bin', 'gotcha']"
1,"['yeah', 'didnt', 'wana', 'bring', 'pussy', 'us', 'tell', 'us', 'could', 'go', 'find', 'one', 'mexican', 'city', 'full']"
1,"['adawg', 'getcho', 'ghetto', 'booty']"
1,"['nigglet', 'send', 'pictures']"
1,"['got', 'moms', 'ass', 'breath', 'pussy', ';)']"
1,"['little', 'bitch']"
1,"['ohhh', 'bitch']"
1,"['bitch', 'please']"
1,"['gotta', 'hoe', 'like']"
0,"['yeah', 'cripple', 'getting', 'clean', 'helped', 'call', 'fair', 'either', 'way']"
1,"['_Ù÷©', 'bitches', 'wallet', 'tigher', 'pu']"
1,"['bastard', 'obama', 'giving', 'f-ing', 'wetbacks']"
1,"[""that's"", 'enough', 'making', 'fun', 'retarded', 'people', 'talking', 'way']"
1,"['see', 'texting', 'bitch']"
1,"['lets', 'hangout', 'monday', 'nigs']"
1,"['bitch', ""can't"", 'retweet', 'shit', 'lol', 'love', 'hope', 'great', 'bday', '(:']"
1,"['wearing', 'sweatshirt', 'snapchat', 'story', 'hoe', 'love', 'tho', 'lol']"
1,"['hoping', 'went', 'mr', 'chow', 'part', 'hangover', '2', 'die', 'dumb', 'bitch', 'ass', 'sloot']"
1,"['stfu', 'prude', 'ass', 'basic', 'ass', 'bitch']"
1,"[""i'm"", 'kidding', ""i'm"", 'fucking', 'faggot']"
1,"['wtf', 'bitch', 'driving', 'around', 'drunk']"
1,"['pussies', '#stb']"
1,"['oh', 'yeah', 'fuck', 'lakers', 'bitch', 'boi']"
1,"['hey', 'bitch', 'boy', '#nigorprobz']"
1,"['#narcissistic', 'cunt']"
0,['yellow']
1,"['instrumental', ""i'm"", 'retarded', '_']"
0,"['bout', 'trash', 'huh']"
1,"['love', 'pussy', 'lmaooo']"
1,"['promotion', ""that's"", 'hoe', 'ya']"
1,"['okay', 'love', 'bitch']"
1,"['would', 'pay', 'sex', 'getfree', 'pussy', 'makes', 'sence']"
0,"['guys', 'number', '42', 'yankees', 'looks', 'like', 'uncle', 'stevie', 'lmao', 'im', 'dying']"
1,"[""i'll"", 'actually', 'kill', 'bitch']"
1,"['brandy', 'wanna', 'b', 'ass', 'bitches', '_Ù÷¥']"
1,"[""i'm"", 'vet', 'ryan', 'tk', 'rocks', 'useless', 'geek', 'oh', 'face', 'like', 'bitch']"
0,"['like', 'never', 'gave', 'camera', 'bird']"
1,"['lol', 'shut', 'bitch', 'im', 'alive', 'going', 'im', 'good']"
1,"['tag', 'pussy', 'ill', 'fite', 'u']"
1,"['u', 'calling', 'pussy', 'one', 'talking', 'shit', 'making', 'excuses', 'getting', 'ass', 'beat', 'stfu', 'talking']"
1,"['whats', 'good', 'bitch', 'ass', 'nigga', 'catch', 'phase']"
1,"['nigga', 'vic', 'acting', 'like', 'yellow', 'bone', '15k', 'followers', ""can't"", 'answer', 'nigga', 'phone']"
1,"['fucking', 'bitches', '_Ù÷â', '_Ù÷â']"
1,"['parseltounge', 'basilisk', 'fucking', 'pussy', 'get', 'right']"
0,"['chug', 'ranch']"
1,"['lol', 'avila', 'simple', 'live', 'pretty', 'redneck', 'area', 'never', 'gets', 'pronounced', 'correctly']"
0,"['hey', 'hillbilly', 'jim', 'greg', 'hammer', 'valentine', '#pffttt']"
0,"[""that's"", 'bc', 'deleted', 'visionary', 'saw', 'subtweet', 'next', 'time', 'tho', 'love', 'jail', 'bird', 'dresses', '_Ù÷Å']"
1,"['ratchet', 'ass', 'bitch', 'bet', 'felt', 'dumb', '‰ÏÎ', '•üè']"
1,"['bitch', 'already', 'know', 'would', 'go', 'crazy']"
1,"['hahahah', ""he's"", 'stupid', 'ass', 'bitch']"
1,"['made', 'fun', 'suicide', 'attempt', 'mellie', ""ain't"", 'bitch', 'fuck', 'season']"
1,"['bamoose', 'prophet', 'right', 'thy', 'hoes', ""ain't"", 'loyal']"
1,"['niggers', 'fell']"
